,0,1,2
3041,Rs.,"23,999",
3042,Rs.,"46,887",
3043,Rs.,"15,999",
3044,Rs.,"29,284",
3045,Rs.,"27,798",
3046,Rs.,"18,199",
3047,Rs.,"52,490",
3048,Rs.,"43,999",
3049,Rs.,"13,499",
3050,Rs.,"30,799",
3051,Rs.,"169,999",
3052,Rs.,"14,450",
3053,Rs.,"41,499",
3054,Rs.,"12,999",
3055,Rs.,"39,999",
3056,Rs.,"11,990",
3057,Rs.,"8,380",
3058,Rs.,"23,999",
3059,Rs.,"36,999",
3060,Rs.,"44,999",
3061,Rs.,"21,990",
3062,Rs.,"8,899",
3063,Rs.,"41,999",
3064,Rs.,"26,294",
3065,Rs.,"16,190",
3066,Rs.,"4,190",
3067,Rs.,"43,999",
3068,Rs.,"49,999",
3069,Rs.,"7,499",
3070,Rs.,"27,990",
3071,Rs.,"4,899",
3072,Rs.,"40,999",
3073,Rs.,"12,899",
3074,Rs.,"33,500",
3075,Rs.,"8,140",
3076,Rs.,"5,999",
3077,Rs.,"17,999",
3078,Rs.,"29,999",
3079,Rs.,"25,989",
3080,Rs.,"65,890",
3081,Rs.,"77,999",
3082,Rs.,"8,300",
3083,Rs.,"111,999",
3084,Rs.,"122,999",
3085,Rs.,"1,500",
3086,Rs.,"8,700",
3087,Rs.,"26,985",
3088,Rs.,"25,999",
3089,Rs.,"43,999",
3090,Rs.,"47,999",
3091,Rs.,"43,999",
3092,Rs.,"55,899",
3093,Rs.,"68,650",
3094,Rs.,"5,999",
3095,Rs.,"18,999",
3096,Rs.,"39,999",
3097,Rs.,"10,000",
3098,Rs.,"11,588",
3099,Rs.,"21,699",
3100,Rs.,"2,999",
3101,Rs.,"21,998",
3102,Rs.,"2,950",
3103,Rs.,"24,997",
3104,Rs.,"7,499",
3105,Rs.,"36,499",
3106,Rs.,"89,999",
3107,Rs.,"27,500",
3108,Rs.,"26,994",
3109,Rs.,"15,650",
3110,Rs.,"8,499",
3111,Rs.,"11,999",
3112,Rs.,"22,000",
3113,Rs.,"41,899",
3114,Rs.,"22,798",
3115,Rs.,"15,999",
3116,Rs.,"33,000",
3117,Rs.,"33,000",
3118,Rs.,"33,500",
3119,Rs.,"147,999",
3120,Rs.,"33,000",
3121,Rs.,"21,499",
3122,Rs.,"30,750",
3123,Rs.,"49,499",
3124,Rs.,"63,590",
3125,Rs.,"10,600",
3126,Rs.,"10,500",
3127,Rs.,"36,998",
3128,Rs.,"28,998",
3129,Rs.,"16,699",
3130,Rs.,"11,999",
3131,Rs.,"32,780",
3132,Rs.,"7,390",
3133,Rs.,"9,000",
3134,Rs.,"53,999",
3135,Rs.,"46,599",
3136,Rs.,"12,000",
3137,Rs.,"66,999",
3138,Rs.,"33,998",
3139,Rs.,"15,600",
3140,Rs.,"41,999",
3141,Rs.,"2,250",
3142,Rs.,"40,498",
3143,Rs.,"33,500",
3144,Rs.,"10,599",
3145,Rs.,"16,998",
3146,Rs.,"15,650",
3147,Rs.,"32,998",
3148,Rs.,"8,400",
3149,Rs.,"25,999",
3150,Rs.,"54,998",
3151,Rs.,"24,800",
3152,Rs.,"39,998",
3153,Rs.,"15,500",
3154,Rs.,"8,150",
3155,Rs.,"44,879",
3156,Rs.,"11,490",
3157,Rs.,"84,499",
3158,Rs.,"27,000",
3159,Rs.,"15,399",
3160,Rs.,"2,499",
3161,Rs.,"18,790",
3162,Rs.,"20,394",
3163,Rs.,"19,798",
3164,Rs.,"5,000",
3165,Rs.,"2,729",
3166,Rs.,"14,500",
3167,Rs.,"66,289",
3168,Rs.,"18,989",
3169,Rs.,"38,499",
3170,Rs.,"26,500",
3171,Rs.,"27,498",
3172,Rs.,"18,999",
3173,Rs.,"24,000",
3174,Rs.,"33,498",
3175,Rs.,"18,349",
3176,Rs.,"26,294",
3177,Rs.,"32,198",
3178,Rs.,"40,798",
3179,Rs.,"43,999",
3180,Rs.,"6,799",
3181,Rs.,"22,000",
3182,Rs.,"2,899",
3183,Rs.,"2,499",
3184,Rs.,"5,600",
3185,Rs.,"7,299",
3186,Rs.,"40,999",
3187,Rs.,"28,899",
3188,Rs.,"31,250",
3189,Rs.,"51,899",
3190,Rs.,"56,000",
3191,Rs.,"5,059",
3192,Rs.,"169,999",
3193,Rs.,"8,350",
3194,Rs.,"9,949",
3195,Rs.,"4,980",
3196,Rs.,"32,999",
3197,Rs.,"28,999",
3198,Rs.,"27,999",
3199,Rs.,"18,299",
3200,Rs.,"25,999",
3201,Rs.,"32,999",
3202,Rs.,"7,250",
3203,Rs.,"6,999",
3204,Rs.,"25,999",
3205,Rs.,"30,999",
3206,Rs.,"177,899",
3207,Rs.,"47,999",
3208,Rs.,"41,999",
3209,Rs.,"41,999",
3210,Rs.,"41,999",
3211,Rs.,"128,000",
3212,Rs.,"4,599",
3213,Rs.,"4,299",
3214,Rs.,"4,599",
3215,Rs.,"4,599",
3216,Rs.,"4,299",
3217,Rs.,"19,999",
3218,Rs.,"17,199",
3219,Rs.,"16,999",
3220,Rs.,"20,899",
3221,Rs.,"15,890",
3222,Rs.,"11,500",
3223,Rs.,"39,999",
3224,Rs.,"39,980",
3225,Rs.,"36,800",
3226,Rs.,"20,999",
3227,Rs.,"8,599",
3228,Rs.,"2,500",
3229,Rs.,"14,099",
3230,Rs.,"26,999",
3231,Rs.,"20,899",
3232,Rs.,"35,499",
3233,Rs.,"56,699",
3234,Rs.,"31,000",
3235,Rs.,"2,699",
3236,Rs.,"69,999",
3237,Rs.,"3,899",
3238,Rs.,"5,949",
3239,Rs.,"2,749",
3240,Rs.,"6,999",
3241,Rs.,"3,699",
3242,Rs.,"4,999",
3243,Rs.,"6,399",
3244,Rs.,"5,275",
3245,Rs.,"2,949",
3246,Rs.,"25,999",
3247,Rs.,"39,999",
3248,Rs.,"19,999",
3249,Rs.,"15,999",
3250,Rs.,"8,499",
3251,Rs.,"18,999",
3252,Rs.,"43,999",
3253,Rs.,"15,999",
3254,Rs.,"13,999",
3255,Rs.,"23,999",
3256,Rs.,"18,999",
3257,Rs.,"20,999",
3258,Rs.,"36,999",
3259,Rs.,"24,999",
3260,Rs.,"26,999",
3261,Rs.,"20,999",
3262,Rs.,"14,999",
3263,Rs.,"16,999",
3264,Rs.,"16,699",
3265,Rs.,"69,999",
3266,Rs.,"8,999",
3267,Rs.,"12,999",
3268,Rs.,"14,999",
3269,Rs.,"16,499",
3270,Rs.,"24,999",
3271,Rs.,"11,999",
3272,Rs.,"9,399",
3273,Rs.,"33,999",
3274,Rs.,"2,799",
3275,Rs.,"2,799",
3276,Rs.,"2,499",
3277,Rs.,"18,999",
3278,Rs.,"1,999",
3279,Rs.,"14,999",
3280,Rs.,"14,599",
3281,Rs.,"27,999",
3282,Rs.,"2,199",
3283,Rs.,"31,999",
3284,Rs.,"25,999",
3285,Rs.,"14,499",
3286,Rs.,"17,999",
3287,Rs.,"20,599",
3288,Rs.,"84,999",
3289,Rs.,"28,999",
3290,Rs.,"32,999",
3291,Rs.,"49,999",
3292,Rs.,"67,999",
3293,Rs.,"219,999",
3294,Rs.,"119,999",
3295,Rs.,"226,999",
3296,Rs.,"188,000",
3297,Rs.,"11,499",
3298,Rs.,"24,999",
3299,Rs.,"17,999",
3300,Rs.,"16,499",
3301,Rs.,"14,499",
3302,Rs.,"36,999",
3303,Rs.,"4,999",
3304,Rs.,"263,499",
3305,Rs.,"176,999",
3306,Rs.,"31,999",
3307,Rs.,"27,999",
3308,Rs.,"1,949",
3309,Rs.,"31,250",
3310,Rs.,"14,499",
3311,Rs.,"20,999",
3312,Rs.,"18,849",
3313,Rs.,"8,930",
3314,Rs.,"27,999",
3315,Rs.,"4,999",
3316,Rs.,"20,999",
3317,Rs.,"6,899",
3318,Rs.,"57,999",
3319,Rs.,"19,270",
3320,Rs.,"35,999",
3321,Rs.,"118,999",
3322,Rs.,"9,500",
3323,Rs.,"19,999",
3324,Rs.,"45,999",
3325,Rs.,"8,999",
3326,Rs.,"10,796",
3327,Rs.,"23,359",
3328,Rs.,"2,675",
3329,Rs.,"14,435",
3330,Rs.,"48,999",
3331,Rs.,"6,079",
3332,Rs.,"8,948",
3333,Rs.,"7,975",
3334,Rs.,"18,349",
3335,Rs.,"19,399",
3336,Rs.,"60,899",
3337,Rs.,"16,175",
3338,Rs.,"16,174",
3339,Rs.,"45,000",
3340,Rs.,"12,999",
3341,Rs.,"30,000",
3342,Rs.,"20,299",
3343,Rs.,"19,279",
3344,Rs.,"52,000",
3345,Rs.,"33,999",
3346,Rs.,"37,999",
3347,Rs.,"39,999",
3348,Rs.,"59,999",
3349,Rs.,"18,799",
3350,Rs.,"30,890",
3351,Rs.,"17,999",
3352,Rs.,"104,999",
3353,Rs.,"9,150",
3354,Rs.,"16,999",
3355,Rs.,"24,999",
3356,Rs.,"69,999",
3357,Rs.,"39,999",
3358,Rs.,"57,999",
3359,Rs.,"32,999",
3360,Rs.,"18,598",
3361,Rs.,"39,999",
3362,Rs.,"19,799",
3363,Rs.,"28,999",
3364,Rs.,"216,999",
3365,Rs.,"17,799",
3366,Rs.,"9,999",
3367,Rs.,"283,000",
3368,Rs.,"184,999",
3369,Rs.,"149,999",
3370,Rs.,"11,750",
3371,Rs.,"6,199",
3372,Rs.,"39,999",
3373,Rs.,"7,299",
3374,Rs.,"38,999",
3375,Rs.,"16,600",
3376,Rs.,"23,959",
3377,Rs.,"30,999",
3378,Rs.,"31,999",
3379,Rs.,"113,999",
3380,Rs.,"21,959",
3381,Rs.,"49,999",
3382,Rs.,"49,999",
3383,Rs.,"18,400",
3384,Rs.,"16,299",
3385,Rs.,"13,850",
3386,Rs.,"29,999",
3387,Rs.,"2,999",
3388,Rs.,"34,000",
3389,Rs.,"19,000",
3390,Rs.,"12,500",
3391,Rs.,"15,299",
3392,Rs.,"35,500",
3393,Rs.,"15,999",
3394,Rs.,"49,999",
3395,Rs.,"18,399",
3396,Rs.,"15,499",
3397,Rs.,"16,200",
3398,Rs.,"23,399",
3399,Rs.,"20,999",
3400,Rs.,"16,249",
3401,Rs.,"29,999",
3402,Rs.,"20,999",
3403,Rs.,"15,849",
3404,Rs.,"10,499",
3405,Rs.,"15,349",
3406,Rs.,"10,300",
3407,Rs.,"15,899",
3408,Rs.,"89,999",
3409,Rs.,"30,999",
3410,Rs.,"30,999",
3411,Rs.,"52,999",
3412,Rs.,"20,599",
3413,Rs.,"22,499",
3414,Rs.,"20,599",
3415,Rs.,"20,599",
3416,Rs.,"13,999",
3417,Rs.,"39,999",
3418,Rs.,"22,500",
3419,Rs.,"20,999",
3420,Rs.,"47,999",
3421,Rs.,"35,999",
3422,Rs.,"37,999",
3423,Rs.,"36,299",
3424,Rs.,"37,999",
3425,Rs.,"33,999",
3426,Rs.,"18,999",
3427,Rs.,"39,999",
3428,Rs.,"28,000",
3429,Rs.,"17,000",
3430,Rs.,"20,999",
3431,Rs.,"80,499",
3432,Rs.,"12,500",
3433,Rs.,"34,180",
3434,Rs.,"17,999",
3435,Rs.,"18,999",
3436,Rs.,"47,999",
3437,Rs.,"15,999",
3438,Rs.,"18,500",
3439,Rs.,"39,999",
3440,Rs.,"12,199",
3441,Rs.,"34,999",
3442,Rs.,"33,999",
3443,Rs.,"9,399",
3444,Rs.,"38,999",
3445,Rs.,"36,999",
3446,Rs.,"37,999",
3447,Rs.,"35,999",
3448,Rs.,"15,699",
3449,Rs.,"23,999",
3450,Rs.,"39,799",
3451,Rs.,"35,999",
3452,Rs.,"49,999",
3453,Rs.,"79,999",
3454,Rs.,"16,799",
3455,Rs.,"49,999",
3456,Rs.,"13,750",
3457,Rs.,"29,999",
3458,Rs.,"15,999",
3459,Rs.,"14,500",
3460,Rs.,"47,999",
3461,Rs.,"39,000",
3462,Rs.,"47,999",
3463,Rs.,"12,999",
3464,Rs.,"33,499",
3465,Rs.,"16,900",
3466,Rs.,"22,899",
3467,Rs.,"39,999",
3468,Rs.,"33,999",
3469,Rs.,"35,495",
3470,Rs.,"12,999",
3471,Rs.,"94,999",
3472,Rs.,"16,900",
3473,Rs.,"35,999",
3474,Rs.,"47,999",
3475,Rs.,"16,900",
3476,Rs.,"39,999",
3477,Rs.,"16,900",
3478,Rs.,"10,499",
3479,Rs.,"16,500",
3480,Rs.,"29,999",
3481,Rs.,"209,999",
3482,Rs.,"47,999",
3483,Rs.,"18,300",
3484,Rs.,"21,999",
3485,Rs.,"29,959",
3486,Rs.,"22,485",
3487,Rs.,"17,000",
3488,Rs.,"21,999",
3489,Rs.,"119,999",
3490,Rs.,"19,999",
3491,Rs.,"33,999",
3492,Rs.,"49,999",
3493,Rs.,"2,299",
3494,Rs.,"21,095",
3495,Rs.,"51,999",
3496,Rs.,"39,999",
3497,Rs.,"23,700",
3498,Rs.,"16,999",
3499,Rs.,"26,000",
3500,Rs.,"39,998",
3501,Rs.,"21,999",
3502,Rs.,"39,999",
3503,Rs.,"106,999",
3504,Rs.,"161,999",
3505,Rs.,"48,999",
3506,Rs.,"159,999",
3507,Rs.,"21,999",
3508,Rs.,"118,999",
3509,Rs.,"47,999",
3510,Rs.,"16,359",
3511,Rs.,"29,999",
3512,Rs.,"149,999",
3513,Rs.,"18,599",
3514,Rs.,"24,999",
3515,Rs.,"49,999",
3516,Rs.,"39,999",
3517,Rs.,"184,999",
3518,Rs.,"216,999",
3519,Rs.,"12,399",
3520,Rs.,"38,500",
3521,Rs.,"16,958",
3522,Rs.,"18,000",
3523,Rs.,"41,499",
3524,Rs.,"194,999",
3525,Rs.,"41,499",
3526,Rs.,"144,999",
3527,Rs.,"149,999",
3528,Rs.,"15,999",
3529,Rs.,"216,999",
3530,Rs.,"11,999",
3531,Rs.,"194,999",
3532,Rs.,"187,999",
3533,Rs.,"31,999",
3534,Rs.,"13,899",
3535,Rs.,"14,399",
3536,Rs.,"17,799",
3537,Rs.,"35,499",
3538,Rs.,"53,999",
3539,Rs.,"35,999",
3540,Rs.,"29,999",
3541,Rs.,"39,999",
3542,Rs.,"33,999",
3543,Rs.,"39,999",
3544,Rs.,"35,499",
3545,Rs.,"39,999",
3546,Rs.,"37,999",
3547,Rs.,"21,999",
3548,Rs.,"18,000",
3549,Rs.,"32,999",
3550,Rs.,"18,850",
3551,Rs.,"10,499",
3552,Rs.,"37,950",
3553,Rs.,"39,990",
3554,Rs.,"12,899",
3555,Rs.,"105,499",
3556,Rs.,"95,999",
3557,Rs.,"16,529",
3558,Rs.,"21,999",
3559,Rs.,"29,500",
3560,Rs.,"21,899",
3561,Rs.,"29,999",
3562,Rs.,"24,999",
3563,Rs.,"17,500",
3564,Rs.,"11,999",
3565,Rs.,"21,899",
3566,Rs.,"17,999",
3567,Rs.,"17,999",
3568,Rs.,"10,500",
3569,Rs.,"35,500",
3570,Rs.,"40,000",
3571,Rs.,"35,999",
3572,Rs.,"39,999",
3573,Rs.,"24,000",
3574,Rs.,"16,000",
3575,Rs.,"18,000",
3576,Rs.,"16,699",
3577,Rs.,"33,999",
3578,Rs.,"15,999",
3579,Rs.,"17,899",
3580,Rs.,"13,999",
3581,Rs.,"16,999",
3582,Rs.,"59,999",
3583,Rs.,"40,499",
3584,Rs.,"32,799",
3585,Rs.,"2,550",
3586,Rs.,"16,299",
3587,Rs.,"10,999",
3588,Rs.,"39,999",
3589,Rs.,"19,999",
3590,Rs.,"18,599",
3591,Rs.,"69,999",
3592,Rs.,"160,099",
3593,Rs.,"213,999",
3594,Rs.,"248,900",
3595,Rs.,"151,099",
3596,Rs.,"201,499",
3597,Rs.,"84,999",
3598,Rs.,"171,099",
3599,Rs.,"229,900",
3600,Rs.,"228,999",
3601,Rs.,"173,499",
3602,Rs.,"188,499",
3603,Rs.,"57,999",
3604,Rs.,"69,999",
3605,Rs.,"7,899",
3606,Rs.,"4,399",
3607,Rs.,"3,899",
3608,Rs.,"7,399",
3609,Rs.,"3,899",
3610,Rs.,"3,899",
3611,Rs.,"3,899",
3612,Rs.,"45,495",
3613,Rs.,"11,500",
3614,Rs.,"16,900",
3615,Rs.,"68,999",
3616,Rs.,"11,999",
3617,Rs.,"10,400",
3618,Rs.,"18,295",
3619,Rs.,"16,499",
3620,Rs.,"7,999",
3621,Rs.,"8,499",
3622,Rs.,"16,499",
3623,Rs.,"9,300",
3624,Rs.,"16,399",
3625,Rs.,"11,500",
3626,Rs.,"12,000",
3627,Rs.,"8,499",
3628,Rs.,"23,390",
3629,Rs.,"41,999",
3630,Rs.,"13,499",
3631,Rs.,"4,699",
3632,Rs.,"14,999",
3633,Rs.,"9,999",
3634,Rs.,"11,000",
3635,Rs.,"21,999",
3636,Rs.,"18,499",
3637,Rs.,"29,499",
3638,Rs.,"27,999",
3639,Rs.,"27,999",
3640,Rs.,"18,499",
3641,Rs.,"15,999",
3642,Rs.,"7,499",
3643,Rs.,"19,999",
3644,Rs.,"12,499",
3645,Rs.,"15,599",
3646,Rs.,"3,299",
3647,Rs.,"6,599",
3648,Rs.,"10,399",
3649,Rs.,"8,899",
3650,Rs.,"4,099",
3651,Rs.,"4,899",
3652,Rs.,"7,999",
3653,Rs.,"3,399",
3654,Rs.,"3,399",
3655,Rs.,"3,999",
3656,Rs.,"2,999",
3657,Rs.,"5,499",
3658,Rs.,"10,999",
3659,Rs.,"4,999",
3660,Rs.,"8,499",
3661,Rs.,"14,999",
3662,Rs.,"59,999",
3663,Rs.,"64,999",
3664,Rs.,"29,999",
3665,Rs.,"24,999",
3666,Rs.,"19,400",
3667,Rs.,"30,190",
3668,Rs.,"1,897",
3669,Rs.,"20,995",
3670,Rs.,"52,899",
3671,Rs.,"45,999",
3672,Rs.,"23,999",
3673,Rs.,"16,500",
3674,Rs.,"12,000",
3675,Rs.,"16,500",
3676,Rs.,"11,000",
3677,Rs.,"12,000",
3678,Rs.,"2,458",
